TRACT,TRACTFIPS,HWAV_EVNTS,HWAV_RISKV,HWAV_RISKS,HWAV_RISKR
400100,6001400100,24.33317842,2647.154385,30.98630072,Relatively Low
400200,6001400200,8,1042.514215,22.1221995,Relatively Low
400300,6001400300,8,3421.48965,34.33620321,Relatively Low
400400,6001400400,8,2137.49498,28.59487228,Relatively Low
400500,6001400500,8,1854.243158,27.1619179,Relatively Low
400600,6001400600,8,831.7453823,20.62265138,Relatively Low
400700,6001400700,8,3214.56992,33.49902488,Relatively Low
400800,6001400800,8,2400.183822,29.88274747,Relatively Low
400900,6001400900,8,1460.076734,24.84183989,Relatively Low
401000,6001401000,8,3950.366686,36.32925843,Relatively Low
401100,6001401100,8,3405.285171,34.27912287,Relatively Low
401200,6001401200,8,1523.524778,25.22356467,Relatively Low
401300,6001401300,8,4384.901932,37.91799458,Relatively Low
401400,6001401400,8,4380.716748,37.90253532,Relatively Low
401500,6001401500,8,1906.862518,27.44613043,Relatively Low
401600,6001401600,8,2526.248895,30.43333492,Relatively Low
401700,6001401700,4.249704024,4140.897779,37.01897921,Relatively Low
401800,6001401800,8,1232.026409,23.43266898,Relatively Low
402200,6001402200,8,2242.578188,29.13832469,Relatively Low
402400,6001402400,8,2082.493628,28.34514579,Relatively Low
402500,6001402500,8,1565.92213,25.51966893,Relatively Low
402600,6001402600,8,1038.280544,22.10317272,Relatively Low
402700,6001402700,8,1196.279743,23.17223993,Relatively Low
402801,6001402801,8,2498.193902,30.30966085,Relatively Low
402802,6001402802,8,1290.422577,23.81677211,Relatively Low
402900,6001402900,8,1635.792935,25.97155496,Relatively Low
403000,6001403000,8,2774.45247,31.54759073,Relatively Low
403100,6001403100,8,1216.949739,23.31969747,Relatively Low
403301,6001403301,8,1685.267166,26.23317319,Relatively Low
403302,6001403302,6.539460464,1395.887365,24.43752081,Relatively Low
403401,6001403401,8,2374.033822,29.75312753,Relatively Low
403402,6001403402,8,887.0510758,21.01745707,Relatively Low
403501,6001403501,8,4222.312384,37.28654331,Relatively Low
403502,6001403502,8,1408.30621,24.51243876,Relatively Low
403600,6001403600,8,3211.740492,33.48594397,Relatively Low
403701,6001403701,8,1818.839513,26.97878514,Relatively Low
403702,6001403702,8,1141.512629,22.80716358,Relatively Low
403800,6001403800,8,1842.827326,27.08581078,Relatively Low
403900,6001403900,8,2213.701223,28.9837321,Relatively Low
404000,6001404000,8,1526.347091,25.24734814,Relatively Low
404101,6001404101,8,1493.482479,25.06064786,Relatively Low
404102,6001404102,8,1720.430969,26.43295438,Relatively Low
404200,6001404200,8,1977.294984,27.81477429,Relatively Low
404300,6001404300,8,1599.007093,25.73966608,Relatively Low
404400,6001404400,23.70529626,6331.046001,43.64862294,Relatively Low
404501,6001404501,8,664.2127573,19.41682919,Relatively Low
404502,6001404502,25.0130341,8577.427268,48.79298863,Relatively Low
404600,6001404600,25.08930308,7236.971914,45.85810779,Relatively Low
404700,6001404700,8,740.6034181,19.98644342,Relatively Low
404800,6001404800,8,1571.214406,25.54226324,Relatively Low
404900,6001404900,8,2267.458949,29.2786472,Relatively Low
405000,6001405000,8,1818.652196,26.97759597,Relatively Low
405100,6001405100,8,1373.63061,24.31146839,Relatively Low
405200,6001405200,8,3032.899116,32.6868192,Relatively Low
405301,6001405301,8,1630.600253,25.94539314,Relatively Low
405302,6001405302,8,2022.399164,28.03239309,Relatively Low
405401,6001405401,8,2977.36609,32.45017362,Relatively Low
405402,6001405402,8,2538.867303,30.4975503,Relatively Low
405500,6001405500,8,2629.108308,30.90662608,Relatively Low
405600,6001405600,8,2424.944332,29.98739476,Relatively Low
405700,6001405700,8,2466.26246,30.19074347,Relatively Low
405800,6001405800,8,3311.016498,33.8878847,Relatively Low
405901,6001405901,8,3919.140147,36.18893593,Relatively Low
405902,6001405902,8,2612.950888,30.83051896,Relatively Low
406000,6001406000,6.404153238,4330.449089,37.68372735,Relatively Low
406100,6001406100,7.905516362,4779.536429,39.22965324,Relatively Low
406201,6001406201,8,4510.997993,38.34252961,Relatively Low
406202,6001406202,8,4434.902187,38.07615469,Relatively Low
406300,6001406300,8,3658.886708,35.25067783,Relatively Low
406400,6001406400,8,1881.080789,27.29986206,Relatively Low
406500,6001406500,8,5616.429055,41.66864862,Relatively Low
406601,6001406601,8,3924.698123,36.21985445,Relatively Low
406602,6001406602,8,2007.748245,27.96104267,Relatively Low
406700,6001406700,8,3132.813317,33.14227275,Relatively Low
406800,6001406800,8,2176.422238,28.77681587,Relatively Low
406900,6001406900,8,2463.249779,30.17290587,Relatively Low
407000,6001407000,8,5088.356078,40.14769538,Relatively Low
407101,6001407101,8,2915.275964,32.20282548,Relatively Low
407102,6001407102,8,3708.138993,35.43856728,Relatively Low
407200,6001407200,8,6359.670775,43.72591923,Relatively Low
407300,6001407300,7.353194402,3152.637727,33.22789326,Relatively Low
407400,6001407400,8,3934.66364,36.26385387,Relatively Low
407500,6001407500,8,4105.067232,36.87984588,Relatively Low
407600,6001407600,8,4822.767213,39.34738144,Relatively Low
407700,6001407700,8,2850.328239,31.91980212,Relatively Low
407800,6001407800,8,1496.530771,25.08086382,Relatively Low
407900,6001407900,8,1637.063947,25.97750083,Relatively Low
408000,6001408000,20.05427337,3453.335742,34.45155306,Relatively Low
408100,6001408100,19.42030581,6629.482165,44.38947819,Relatively Low
408200,6001408200,8,3144.589387,33.19102887,Relatively Low
408300,6001408300,8,3272.19841,33.72734624,Relatively Low
408400,6001408400,8,3175.821691,33.33729725,Relatively Low
408500,6001408500,8,5052.2699,40.01569709,Relatively Low
408600,6001408600,8,5474.439176,41.27859963,Relatively Low
408700,6001408700,8,6827.975026,44.87228274,Relatively Low
408800,6001408800,8,6440.534923,43.93878133,Relatively Low
408900,6001408900,8,3600.112897,35.02711316,Relatively Low
409000,6001409000,6.236649826,4481.672975,38.24026067,Relatively Low
409100,6001409100,8,1705.382119,26.33425296,Relatively Low
409200,6001409200,8,2772.227467,31.53213148,Relatively Low
409300,6001409300,8,5107.685693,40.19526233,Relatively Low
409400,6001409400,8,4440.85587,38.10112734,Relatively Low
409500,6001409500,8,4027.055559,36.620606,Relatively Low
409600,6001409600,8,4986.567707,39.80878086,Relatively Low
409700,6001409700,8,5069.53184,40.08348,Relatively Low
409800,6001409800,8,2297.936294,29.42372639,Relatively Low
409900,6001409900,8,1745.607423,26.56852019,Relatively Low
410000,6001410000,8,1434.245665,24.68249061,Relatively Low
410100,6001410100,8,2178.732123,28.78514008,Relatively Low
410200,6001410200,8,2756.890721,31.4584027,Relatively Low
410300,6001410300,8,3105.154747,33.0221662,Relatively Low
410400,6001410400,8,3256.015343,33.66313086,Relatively Low
410500,6001410500,8,2126.014135,28.54611616,Relatively Low
420100,6001420100,8,998.4539998,21.79636588,Relatively Low
420200,6001420200,8,2030.08003,28.07044665,Relatively Low
420301,6001420301,8,1530.372295,25.27826666,Relatively Low
420302,6001420302,3.155647639,1353.451605,24.19136184,Relatively Low
420401,6001420401,8,953.127553,21.48480236,Relatively Low
420402,6001420402,2.474879798,1303.959146,23.89525758,Relatively Low
420500,6001420500,8,1568.129659,25.52680398,Relatively Low
420600,6001420600,8,1611.729487,25.81458403,Relatively Low
421100,6001421100,8,752.022869,20.05779384,Relatively Low
421200,6001421200,8,1237.072904,23.46120915,Relatively Low
421300,6001421300,8,1624.441338,25.91209628,Relatively Low
421400,6001421400,8,653.2884196,19.34428959,Relatively Low
421500,6001421500,8.532855836,1423.824707,24.60995101,Relatively Low
421600,6001421600,11.54963631,2207.240334,28.95638111,Relatively Low
421700,6001421700,8,2123.221701,28.53184607,Relatively Low
421800,6001421800,8,1004.448771,21.85225705,Relatively Low
421900,6001421900,8,2220.631927,29.01821814,Relatively Low
422000,6001422000,3.573833914,2536.928508,30.48684774,Relatively Low
422100,6001422100,8,1770.463548,26.69932931,Relatively Low
422200,6001422200,8,1741.260906,26.54592589,Relatively Low
422300,6001422300,8,2054.180827,28.20244494,Relatively Low
422400,6001422400,8,2453.962128,30.12058222,Relatively Low
422500,6001422500,8,3539.036888,34.79046758,Relatively Low
422700,6001422700,8,3418.162705,34.32312229,Relatively Low
422800,6001422800,8,7713.783466,46.9723636,Relatively Low
422901,6001422901,8,1565.709246,25.51847976,Relatively Low
422902,6001422902,8,2043.335958,28.14179708,Relatively Low
423000,6001423000,8,2720.32632,31.30143177,Relatively Low
423100,6001423100,8,3216.589067,33.51329496,Relatively Low
423200,6001423200,8,1850.84448,27.14526947,Relatively Low
423300,6001423300,8,2630.36604,30.92089616,Relatively Low
423400,6001423400,8,3563.523839,34.87489892,Relatively Low
423500,6001423500,8,2492.112114,30.28112068,Relatively Low
423601,6001423601,8,1594.719663,25.70636921,Relatively Low
423602,6001423602,8,3721.591781,35.4968368,Relatively Low
423700,6001423700,8,2375.220944,29.7590734,Relatively Low
423800,6001423800,8,1288.802432,23.80844789,Relatively Low
423901,6001423901,8,1210.459038,23.27094135,Relatively Low
423902,6001423902,8,670.2578822,19.44893688,Relatively Low
424001,6001424001,8,3166.144057,33.2849736,Relatively Low
424002,6001424002,8,1742.091299,26.54949341,Relatively Low
425101,6001425101,1.902983123,840.6538878,20.6761642,Relatively Low
425102,6001425102,8,1853.680576,27.1571612,Relatively Low
425103,6001425103,8,1446.516795,24.75740855,Relatively Low
425104,6001425104,8,2853.121344,31.93407221,Relatively Low
426100,6001426100,8,2348.2221,29.64015602,Relatively Low
426200,6001426200,8,2094.936505,28.40579365,Relatively Low
427100,6001427100,6.331000541,1842.520276,27.0846216,Relatively Low
427200,6001427200,5.19218771,3300.6718,33.84864196,Relatively Low
427300,6001427300,5.809676147,3772.980983,35.67640204,Relatively Low
427600,6001427600,8,3353.40645,34.06388241,Relatively Low
427700,6001427700,4.542830601,2842.930772,31.871046,Relatively Low
427800,6001427800,8,2809.592525,31.7033725,Relatively Low
427900,6001427900,8,2932.613217,32.28012177,Relatively Low
428000,6001428000,8,2002.671794,27.93844837,Relatively Low
428100,6001428100,7.767339663,3068.153327,32.86400609,Relatively Low
428200,6001428200,5.570739788,3758.318959,35.62526756,Relatively Low
428301,6001428301,5.647269324,3571.65582,34.90938496,Relatively Low
428302,6001428302,5.951802091,3710.559179,35.44808067,Relatively Low
428400,6001428400,3.388820708,3177.644045,33.34562146,Relatively Low
428500,6001428500,5.465642344,2603.032169,30.79722209,Relatively Low
428600,6001428600,4.093154243,2256.872353,29.22156686,Relatively Low
428700,6001428700,5.716649296,3801.709562,35.79175189,Relatively Low
430101,6001430101,22.26740239,4730.219989,39.06197974,Relatively Low
430102,6001430102,14.56818928,1171.268914,23.00099891,Relatively Low
430200,6001430200,8,4271.59787,37.48275698,Relatively Low
430300,6001430300,8,1958.907596,27.70893783,Relatively Low
430400,6001430400,8,1031.456868,22.03776816,Relatively Low
430500,6001430500,8,5280.689968,40.68282357,Relatively Low
430600,6001430600,8,4060.966649,36.73952338,Relatively Low
430700,6001430700,8,2406.090302,29.90772012,Relatively Low
430800,6001430800,8,4294.048743,37.55053988,Relatively Low
430900,6001430900,8,4155.417903,37.06773534,Relatively Low
431000,6001431000,8,2175.339344,28.76730248,Relatively Low
431100,6001431100,8,2352.860396,29.6591828,Relatively Low
431200,6001431200,8,4101.300724,36.86795415,Relatively Low
432100,6001432100,8,2377.825618,29.77096513,Relatively Low
432200,6001432200,8,2843.327281,31.87461352,Relatively Low
432300,6001432300,8,2894.370364,32.11006992,Relatively Low
432400,6001432400,6.087014613,4975.02195,39.7707273,Relatively Low
432501,6001432501,8,3387.144234,34.20420492,Relatively Low
432502,6001432502,8,3775.603934,35.69186129,Relatively Low
432601,6001432601,8,3298.796526,33.84031775,Relatively Low
432602,6001432602,8,2501.001205,30.32274176,Relatively Low
432700,6001432700,8,1495.227373,25.07491795,Relatively Low
432800,6001432800,8,2059.509655,28.22979594,Relatively Low
433000,6001433000,8,2714.546758,31.26456738,Relatively Low
433102,6001433102,8,2907.340549,32.16715026,Relatively Low
433103,6001433103,8,2893.821379,32.10769158,Relatively Low
433104,6001433104,8,3633.104768,35.15078723,Relatively Low
433200,6001433200,8,6076.508615,42.95533463,Relatively Low
433300,6001433300,8,4999.727879,39.84921277,Relatively Low
433400,6001433400,4.797428263,4477.295118,38.22004471,Relatively Low
433500,6001433500,8,3050.94423,32.78076393,Relatively Low
433600,6001433600,8,4543.222503,38.46144699,Relatively Low
433700,6001433700,8,2522.744338,30.41192979,Relatively Low
433801,6001433801,8,2635.23311,30.94230129,Relatively Low
433802,6001433802,8,3153.029105,33.23027161,Relatively Low
433900,6001433900,8,6256.534088,43.44765257,Relatively Low
434000,6001434000,8,5051.859152,40.01331875,Relatively Low
435102,6001435102,10.13389421,4147.257778,37.03800599,Relatively Low
435103,6001435103,25.60668454,7110.979888,45.56676022,Relatively Low
435104,6001435104,9.068863342,5650.885947,41.78518765,Relatively Low
435200,6001435200,8,2841.747515,31.86391095,Relatively Low
435300,6001435300,8,4049.088123,36.70146982,Relatively Low
435400,6001435400,8,4031.612273,36.63368691,Relatively Low
435500,6001435500,8,3263.817243,33.69404937,Relatively Low
435601,6001435601,8,4446.35283,38.12253246,Relatively Low
435602,6001435602,8,4542.339347,38.45669029,Relatively Low
435700,6001435700,8,3570.430753,34.90462826,Relatively Low
435800,6001435800,8,3543.836768,34.80354849,Relatively Low
435900,6001435900,7.831885676,3423.865844,34.34928412,Relatively Low
436000,6001436000,8,2947.242645,32.32055368,Relatively Low
436100,6001436100,8,4403.471156,37.97626409,Relatively Low
436200,6001436200,8,3764.698973,35.64905104,Relatively Low
436301,6001436301,8,4222.672583,37.29011083,Relatively Low
436302,6001436302,8,3150.890687,33.22075822,Relatively Low
436402,6001436402,8.000314145,1345.049524,24.1390382,Relatively Low
436403,6001436403,8,2804.836017,31.68434572,Relatively Low
436404,6001436404,8,1587.411557,25.66236979,Relatively Low
436500,6001436500,8,3958.27157,36.35542025,Relatively Low
436601,6001436601,8,5223.667478,40.52585264,Relatively Low
436602,6001436602,8,4446.803352,38.12609999,Relatively Low
436700,6001436700,8,2830.229822,31.80801979,Relatively Low
436800,6001436800,8,2738.061796,31.37753889,Relatively Low
436900,6001436900,8,5548.579644,41.48551586,Relatively Low
437000,6001437000,8,2490.089916,30.27517481,Relatively Low
437101,6001437101,6.905524889,5795.804312,42.21685773,Relatively Low
437102,6001437102,8,3816.470218,35.84883223,Relatively Low
437200,6001437200,8,6784.876214,44.76882462,Relatively Low
437300,6001437300,8,2858.649052,31.95904486,Relatively Low
437400,6001437400,8,2334.091879,29.57950816,Relatively Low
437500,6001437500,8,3741.62077,35.57294392,Relatively Low
437600,6001437600,8,2365.121343,29.71150645,Relatively Low
437701,6001437701,8,3345.607355,34.03415307,Relatively Low
437702,6001437702,8,3246.199812,33.63340151,Relatively Low
437800,6001437800,8,3305.877196,33.87004709,Relatively Low
437900,6001437900,8,1814.060994,26.95381249,Relatively Low
438000,6001438000,8,1932.864127,27.57575037,Relatively Low
438100,6001438100,8,4739.280366,39.09289825,Relatively Low
438201,6001438201,8,3580.519207,34.94862769,Relatively Low
438203,6001438203,8,3142.927921,33.18389383,Relatively Low
438204,6001438204,8,4727.366884,39.050088,Relatively Low
438300,6001438300,8,2267.016039,29.27626885,Relatively Low
438400,6001438400,8,1597.526865,25.72777434,Relatively Low
440100,6001440100,25.2702852,2812.90068,31.7212101,Relatively Low
440200,6001440200,8,3794.094498,35.76440089,Relatively Low
440301,6001440301,8,5060.012579,40.04304809,Relatively Low
440304,6001440304,8,3242.140618,33.61556391,Relatively Low
440305,6001440305,8,1979.864109,27.82547686,Relatively Low
440306,6001440306,8,2302.099781,29.44750987,Relatively Low
440307,6001440307,8,3327.77546,33.96161347,Relatively Low
440308,6001440308,8,4098.33857,36.85725158,Relatively Low
440331,6001440331,8,1820.602263,26.98829853,Relatively Low
440332,6001440332,8,1303.690257,23.8940684,Relatively Low
440333,6001440333,8,1633.954918,25.95966323,Relatively Low
440334,6001440334,8,2118.654535,28.51519764,Relatively Low
440336,6001440336,8,2741.779361,31.39418732,Relatively Low
440337,6001440337,8,951.4275568,21.46815393,Relatively Low
440338,6001440338,8,2837.058695,31.84488417,Relatively Low
441100,6001441100,18.91425181,3791.798471,35.7548875,Relatively Low
441200,6001441200,8,4233.943136,37.34481282,Relatively Low
441301,6001441301,8,1551.401738,25.42929173,Relatively Low
441302,6001441302,8,3196.125927,33.41935024,Relatively Low
441401,6001441401,8,4349.047612,37.75032108,Relatively Low
441402,6001441402,8,2890.11297,32.09342149,Relatively Low
441501,6001441501,8,3014.011274,32.60595538,Relatively Low
441503,6001441503,6.726207319,4579.000391,38.5649051,Relatively Low
441521,6001441521,8,3453.272131,34.45036389,Relatively Low
441522,6001441522,8,2743.806665,31.40607906,Relatively Low
441523,6001441523,8,1802.53389,26.89316463,Relatively Low
441524,6001441524,8,1773.540489,26.72549113,Relatively Low
441525,6001441525,8,1022.543016,21.98544451,Relatively Low
441601,6001441601,8,2506.203802,30.35009276,Relatively Low
441602,6001441602,8,4637.29234,38.76944299,Relatively Low
441701,6001441701,8,2637.310267,30.94824716,Relatively Low
441702,6001441702,8,3385.790629,34.19706988,Relatively Low
441800,6001441800,8,4435.89489,38.0844789,Relatively Low
441921,6001441921,8,1996.408546,27.91109737,Relatively Low
441923,6001441923,8,4137.769356,37.01184417,Relatively Low
441924,6001441924,8,4298.943147,37.56718832,Relatively Low
441926,6001441926,8,2439.316204,30.06588023,Relatively Low
441927,6001441927,8,2496.923592,30.30133663,Relatively Low
441928,6001441928,8,1731.623181,26.49003472,Relatively Low
441929,6001441929,8,1604.532717,25.78009799,Relatively Low
442000,6001442000,14.50587911,1773.655798,26.7266803,Relatively Low
442100,6001442100,8,2459.291587,30.14436569,Relatively Low
442200,6001442200,8,3667.947906,35.30300147,Relatively Low
442301,6001442301,8,3363.022717,34.10193597,Relatively Low
442302,6001442302,8,4442.233823,38.10707321,Relatively Low
442400,6001442400,8,3203.23014,33.45502545,Relatively Low
442501,6001442501,8,2333.65307,29.57831898,Relatively Low
442502,6001442502,8,2718.85076,31.29429672,Relatively Low
442601,6001442601,8,2258.861282,29.23226942,Relatively Low
442602,6001442602,8,3609.171167,35.05922085,Relatively Low
442700,6001442700,8,1570.081544,25.53750654,Relatively Low
442800,6001442800,8,1601.137861,25.75750369,Relatively Low
442900,6001442900,8,4958.186312,39.72197117,Relatively Low
443001,6001443001,8,1509.044044,25.15578176,Relatively Low
443002,6001443002,8,4369.179278,37.85377919,Relatively Low
443102,6001443102,8,2386.598538,29.81496456,Relatively Low
443103,6001443103,20.47673664,2257.354903,29.2239452,Relatively Low
443104,6001443104,8,3303.296655,33.85577701,Relatively Low
443105,6001443105,8,2277.689932,29.33097084,Relatively Low
443200,6001443200,17.35580894,2138.966179,28.59962898,Relatively Low
443301,6001443301,8,1779.229234,26.75759882,Relatively Low
443321,6001443321,8,2142.581105,28.62697997,Relatively Low
443322,6001443322,8,1485.570134,25.01189174,Relatively Low
444100,6001444100,8,4715.289668,39.00965609,Relatively Low
444200,6001444200,8,3620.855266,35.10797698,Relatively Low
444301,6001444301,8,2041.326898,28.12514865,Relatively Low
444303,6001444303,7.998117252,5.052249779,15.754174,Very Low
444304,6001444304,7.996682278,3950.391843,36.33044761,Relatively Low
444400,6001444400,8,3973.678531,36.4077439,Relatively Low
444500,6001444500,8,4258.555545,37.43519003,Relatively Low
444601,6001444601,8,3186.634734,33.37772915,Relatively Low
444602,6001444602,8,2313.568094,29.49269847,Relatively Low
450101,6001450101,30,13979.11051,58.06259811,Relatively Moderate
450102,6001450102,30,23129.80998,68.45835513,Relatively Moderate
450200,6001450200,30,12771.8543,56.22532464,Relatively Moderate
450300,6001450300,30,11169.20672,53.57346716,Relatively Moderate
450400,6001450400,30,17110.56486,62.25800314,Relatively Moderate
450501,6001450501,30,5604.943935,41.6424868,Relatively Low
450502,6001450502,30.04625348,10392.58594,52.23088998,Relatively Moderate
450601,6001450601,29.69760735,5435.032609,41.16443895,Relatively Low
450603,6001450603,30,8978.801247,49.59330257,Relatively Moderate
450604,6001450604,30,9490.125033,50.56485754,Relatively Moderate
450605,6001450605,30,7719.674661,46.98068782,Relatively Low
450606,6001450606,30,9980.779865,51.49241307,Relatively Moderate
450607,6001450607,30,14140.61404,58.29210864,Relatively Moderate
450608,6001450608,30,6701.17041,44.57142178,Relatively Low
450609,6001450609,30,9131.03843,49.90129858,Relatively Moderate
450701,6001450701,29.94996734,14567.14171,58.94020834,Relatively Moderate
450741,6001450741,30,14724.48759,59.19944822,Relatively Moderate
450742,6001450742,30,10233.00192,51.94786662,Relatively Moderate
450743,6001450743,30,17690.85422,62.93226466,Relatively Moderate
450744,6001450744,30,12185.17128,55.24782381,Relatively Moderate
450745,6001450745,30,13957.51893,58.02930124,Relatively Moderate
450746,6001450746,30,6569.940856,44.24915569,Relatively Low
450750,6001450750,30,14455.45045,58.78085906,Relatively Moderate
450751,6001450751,30,20897.14836,66.41892213,Relatively Moderate
450752,6001450752,30.01811983,15820.04497,60.64905104,Relatively Moderate
451102,6001451102,30,5173.85833,40.38553013,Relatively Low
451103,6001451103,30.00126987,3127.558568,33.11492175,Relatively Low
451104,6001451104,29.97724846,18721.1092,64.14165438,Relatively Moderate
451201,6001451201,30,15682.4769,60.48375589,Relatively Moderate
451202,6001451202,29.99774705,11130.83845,53.5080626,Relatively Moderate
451300,6001451300,30,13076.2567,56.70099415,Relatively Moderate
451401,6001451401,30,14691.74888,59.13404367,Relatively Moderate
451403,6001451403,30,4085.82193,36.81444133,Relatively Low
451404,6001451404,30,16747.65253,61.83703563,Relatively Moderate
451501,6001451501,30,10368.56982,52.1845122,Relatively Moderate
451503,6001451503,30,13650.07858,57.57146934,Relatively Moderate
451504,6001451504,30,2981.104827,32.46325453,Relatively Low
451505,6001451505,30,3804.409957,35.79888693,Relatively Low
451506,6001451506,30,6593.213766,44.31456024,Relatively Low
451601,6001451601,30,9612.992234,50.7931789,Relatively Moderate
451602,6001451602,30,15241.77951,59.87252057,Relatively Moderate
451701,6001451701,30,4970.338753,39.75764639,Relatively Low
451703,6001451703,30,5575.192237,41.55686629,Relatively Low
451704,6001451704,30,8178.16967,47.97008039,Relatively Low
981900,6001981900,5.899999396,18.07461356,15.84217286,Very Low
982000,6001982000,4.91119876,58.57509223,16.01579223,Very Low
982100,6001982100,8.295113916,382.3336543,17.5985825,Very Low
983200,6001983200,5.743516757,349.0654483,17.42258479,Very Low
10000,6003010000,5.424994425,614.8383442,19.05888788,Relatively Low
101,6005000101,29.72796494,116874.3545,93.42149075,Relatively High
102,6005000102,13.56734611,56991.23092,84.86895305,Relatively High
201,6005000201,37.18228462,165854.4052,95.90805308,Very High
202,6005000202,35.46952709,76672.15647,89.06197974,Relatively High
301,6005000301,37.91687772,342436.8726,98.88812253,Very High
303,6005000303,38.49750513,309208.4203,98.62412596,Very High
304,6005000304,39.84573906,198207.5859,96.87604053,Very High
401,6005000401,37,290757.3283,98.44812824,Very High
402,6005000402,37,332214.631,98.81082624,Very High
500,6005000500,37.53297996,156061.5984,95.51205822,Very High
102,6007000102,53,19568.42834,65.09537174,Relatively Moderate
103,6007000103,53,17519.14456,62.72891595,Relatively Moderate
104,6007000104,53,25631.78992,70.51919326,Relatively Moderate
201,6007000201,53,16267.61968,61.24363792,Relatively Moderate
202,6007000202,53,17522.06281,62.7312943,Relatively Moderate
300,6007000300,53,24384.74318,69.55358417,Relatively Moderate
401,6007000401,53,16039.27541,60.94396613,Relatively Moderate
403,6007000403,53,14831.40137,59.3457166,Relatively Moderate
404,6007000404,53,10080.18763,51.676735,Relatively Moderate
501,6007000501,53,18245.26593,63.61247205,Relatively Moderate
502,6007000502,53,22464.2392,67.84711982,Relatively Moderate
601,6007000601,53,10647.81362,52.68277601,Relatively Moderate
603,6007000603,53,13364.08084,57.15288018,Relatively Moderate
604,6007000604,53,19964.2375,65.48898825,Relatively Moderate
700,6007000700,53,14965.2695,59.51814679,Relatively Moderate
800,6007000800,53,17849.22209,63.12728916,Relatively Moderate
901,6007000901,53,8785.227921,49.20919945,Relatively Low
903,6007000903,53,30540.92528,73.87028493,Relatively Moderate
904,6007000904,53,24836.58344,69.88893117,Relatively Moderate
1000,6007001000,53,22550.72231,67.92798364,Relatively Moderate
1100,6007001100,53,21404.91107,66.89340246,Relatively Moderate
1200,6007001200,53,14661.80635,59.08053085,Relatively Moderate
1300,6007001300,53,20932.46797,66.44627313,Relatively Moderate
1400,6007001400,53.0022229,47567.64861,81.93169386,Relatively High
1500,6007001500,53,61829.89726,86.11401798,Relatively High
1601,6007001601,27.38547272,3672.344991,35.32202825,Relatively Low
1602,6007001602,49.94801414,10780.63718,52.89920563,Relatively Moderate
1702,6007001702,47,9598.416857,50.76463873,Relatively Moderate
1703,6007001703,47,5465.304033,41.25481615,Relatively Low
1704,6007001704,20.68093964,10476.91031,52.38548257,Relatively Moderate
1800,6007001800,47,3581.00271,34.95100604,Relatively Low
1900,6007001900,47,2223.066962,29.03248823,Relatively Low
2000,6007002000,47,3003.188208,32.55957761,Relatively Low
2100,6007002100,47,3532.780118,34.76430576,Relatively Low
2200,6007002200,52.26059463,6269.192522,43.47619274,Relatively Low
2300,6007002300,50.58186133,6533.109871,44.17185939,Relatively Low
2401,6007002401,33.261729,4431.949411,38.07020882,Relatively Low
2402,6007002402,34.00789344,13430.25357,57.25514912,Relatively Moderate
2500,6007002500,50.95088917,25379.37166,70.30038529,Relatively Moderate
2601,6007002601,52.30798214,7285.989156,45.97702516,Relatively Low
2602,6007002602,52.47116027,11604.18168,54.3012415,Relatively Moderate
2700,6007002700,53,25792.58026,70.63811064,Relatively Moderate
2800,6007002800,53,23259.44604,68.58440755,Relatively Moderate
2900,6007002900,53,16458.72729,61.48266185,Relatively Moderate
3001,6007003001,53,15648.2181,60.4421348,Relatively Moderate
3002,6007003002,53,16807.34848,61.90719688,Relatively Moderate
3100,6007003100,53,20336.26873,65.85168625,Relatively Moderate
3200,6007003200,53,22945.98285,68.29781668,Relatively Moderate
3300,6007003300,52.55776918,35769.80571,76.78019312,Relatively Moderate
3400,6007003400,53,19156.0359,64.61137801,Relatively Moderate
3501,6007003501,53,19783.31127,65.32131475,Relatively Moderate
3502,6007003502,53,42822.00505,80.08371783,Relatively High
3600,6007003600,53,62509.13587,86.26504305,Relatively High
3700,6007003700,53,31443.40999,74.47081768,Relatively Moderate
121,6009000121,37,68304.15354,87.49345954,Relatively High
122,6009000122,37,64629.23868,86.7204966,Relatively High
123,6009000123,39.99871881,40785.06684,79.16686486,Relatively High
124,6009000124,38.76382095,32405.47096,75.0047567,Relatively Moderate
220,6009000220,38.44913514,110579.3005,92.93511868,Relatively High
221,6009000221,39.42576133,99057.39997,91.93502355,Relatively High
222,6009000222,40,67704.72536,87.38286638,Relatively High
301,6009000301,37,74913.00447,88.75517291,Relatively High
302,6009000302,34.61813073,41126.91129,79.33097084,Relatively High
400,6009000400,23.70194216,66348.16018,87.08557294,Relatively High
501,6009000501,28.56034566,27396.54319,71.78447415,Relatively Moderate
504,6009000504,13,3750.977931,35.60267326,Relatively Low
505,6009000505,13,4781.119577,39.23678828,Relatively Low
506,6009000506,13,2301.985097,29.4463207,Relatively Low
100,6011000100,52.99909182,138257.12,94.73314941,Relatively High
200,6011000200,53,114924.9311,93.29187081,Relatively High
301,6011000301,53,74543.9014,88.68382248,Relatively High
302,6011000302,50.58953655,65430.14835,86.86319745,Relatively High
400,6011000400,47.16401378,87427.57499,90.6364458,Relatively High
500,6011000500,53,56673.24539,84.76906246,Relatively High
301000,6013301000,30.12736296,21618.49401,67.11102126,Relatively Moderate
302005,6013302005,30,27453.65497,71.82966275,Relatively Moderate
302006,6013302006,13.18426835,10548.16792,52.51034581,Relatively Moderate
