GEOID,heatrisk_class,Tree Canopy Class
06037186302,3,2
06037480702,2,4
06037480702,2,3
06037480703,2,4
06037480704,3,3
06037183701,3,2
06037183701,3,2
06037183701,3,3
06037183620,2,2
06037183620,2,1
06037183103,3,2
06037183103,3,2
06037183220,3,1
06037183220,3,1
06037183220,3,2
06037183610,3,1
06037183610,3,1
06037186203,2,3
06037186203,2,3
06037183510,2,1
06037183510,2,2
06037183510,2,2
06037186401,3,0
06037186401,3,1
06037186202,1,2
06037186202,1,1
06037183300,2,1
06037183300,2,2
06037183300,2,1
06037186201,2,2
06037183401,2,2
06037183401,2,1
06037186301,3,2
06037186301,3,1
06037186301,3,2
06037183402,3,1
06037183402,3,1
06037183104,2,3
06037183101,3,3
06037183101,3,3
06037183101,3,1
06037183221,2,3
06037183221,2,3
06037463900,2,4
06037463800,2,4
06037463800,2,4
06037463800,2,4
06037189102,0,2
06037189102,0,4
06037189102,0,2
06037187101,2,2
06037187101,2,2
06037188202,0,3
06037188202,0,4
06037188202,0,3
06037188300,2,3
06037188300,2,2
06037188300,2,2
06037302505,4,1
06037302401,4,0
06037302401,4,0
06037188100,3,1
06037188100,3,1
06037188100,3,2
06037183222,2,3
06037183222,2,4
06037183222,2,3
06037186100,3,2
06037186100,3,2
06037186100,3,3
06037186100,3,3
06037302506,3,3
06037181600,3,3
06037181600,3,3
06037302102,4,3
06037302102,4,2
06037302102,4,2
06037302102,4,2
06037181500,2,3
06037181500,2,3
06037181500,2,3
06037181400,3,1
06037181400,3,3
06037181400,3,3
06037181300,2,2
06037181300,2,3
06037181300,2,2
06037181000,3,2
06037181000,3,3
06037181000,3,2
06037181000,3,3
06037181000,3,3
06037302104,3,1
06037302104,3,1
06037302104,3,2
06037460800,1,4
06037125502,3,1
06037125502,3,2
06037125402,3,1
06037125402,3,2
06037125402,3,2
06037125600,2,3
06037125600,2,3
06037125600,2,3
06037125501,3,2
06037125501,3,2
06037124700,3,3
06037124700,3,1
06037124700,3,2
06037124700,3,3
06037301602,3,2
06037301602,3,1
06037301602,3,2
06037311400,1,3
06037311700,4,2
06037311700,4,2
06037311801,2,2
06037301702,4,0
06037301601,4,0
06037124000,3,2
06037124000,3,3
06037124000,3,3
06037124000,3,3
06037125200,3,3
06037125200,3,2
06037125200,3,3
06037124903,3,1
06037124903,3,1
06037125310,4,2
06037125310,4,0
06037125310,4,1
06037124902,3,1
06037311200,2,2
06037311200,2,2
06037124400,3,2
06037124400,3,2
06037124400,3,2
06037124204,3,1
06037124204,3,1
06037124102,3,3
06037124102,3,1
06037124102,3,1
06037124300,3,2
06037124300,3,2
06037124300,3,1
06037123902,2,2
06037123902,2,2
06037123601,4,2
06037123601,4,2
06037123601,4,1
06037124203,2,2
06037124203,2,2
06037123800,4,2
06037123800,4,3
06037123800,4,2
06037124105,2,2
06037124105,2,0
06037123104,4,2
06037123104,4,2
06037123104,4,1
06037123901,4,2
06037123901,4,3
06037123901,4,1
06037128303,4,1
06037128303,4,1
06037128210,4,1
06037128210,4,1
06037127711,3,3
06037127711,3,2
06037127806,3,2
06037127806,3,2
06037127806,3,2
06037132101,4,1
06037132101,4,2
06037132101,4,2
06037127605,3,1
06037127605,3,2
06037127606,2,2
06037127606,2,2
06037128102,4,2
06037128102,4,2
06037128101,3,2
06037128101,3,3
06037123520,3,2
06037123700,3,2
06037123700,3,2
06037123700,3,2
06037123700,3,2
06037124104,2,2
06037124104,2,0
06037124201,3,1
06037124201,3,1
06037124201,3,2
06037311100,3,2
06037311100,3,2
06037311100,3,1
06037124103,2,2
06037124103,2,1
06037123103,4,1
06037123103,4,1
06037123420,4,2
06037123420,4,1
06037123420,4,1
06037123204,3,2
06037123204,3,1
06037123206,3,0
06037123205,2,0
06037123205,2,1
06037123203,3,2
06037123203,3,0
06037123203,3,0
06037123304,4,1
06037123304,4,2
06037123304,4,1
06037123303,3,1
06037123303,3,2
06037123301,3,1
06037123301,3,0
06037123301,3,2
06037980001,0,0
06037123010,4,1
06037123010,4,0
06037122420,4,0
06037122420,4,1
06037122410,4,0
06037122410,4,1
06037123020,3,2
06037123020,3,1
06037121020,3,2
06037121020,3,1
06037121020,3,2
06037122120,4,1
06037122120,4,1
06037121600,3,0
06037121600,3,1
06037121801,4,1
06037121801,4,1
06037122121,3,2
06037122121,3,2
06037122200,3,0
06037122200,3,2
06037122200,3,1
06037122000,4,0
06037122000,4,0
06037122000,4,2
06037121900,4,0
06037121900,4,1
06037121900,4,1
06037121802,3,0
06037121802,3,1
06037121802,3,1
06037122122,3,0
06037122122,3,3
06037122122,3,0
06037102103,1,2
06037310400,2,1
06037310100,3,3
06037310100,3,2
06037102105,1,1
06037102105,1,1
06037102104,3,2
06037102104,3,3
06037980020,0,4
06037102107,3,3
06037102107,3,3
06037103102,4,1
06037103102,4,2
06037103102,4,2
06037103102,4,1
06037103102,4,2
06037117407,3,0
06037120108,4,2
06037120108,4,1
06037119340,4,0
06037117510,4,1
06037117405,3,0
06037117302,4,1
06037117302,4,1
06037117302,4,2
06037117302,4,1
06037119341,3,1
06037119320,4,2
06037121010,4,2
06037121010,4,1
06037121010,4,1
06037121010,4,0
06037121101,2,1
06037121101,2,1
06037121221,2,2
06037121221,2,2
06037119001,3,1
06037119001,3,2
06037119001,3,2
06037121222,4,1
06037121222,4,0
06037121222,4,1
06037121210,3,1
06037121210,3,0
06037121102,3,0
06037121102,3,0
06037121102,3,0
06037104821,3,2
06037104821,3,2
06037117101,4,2
06037117101,4,1
06037119400,4,2
06037119400,4,2
06037119400,4,2
06037119400,4,2
06037119342,3,1
06037117201,4,2
06037117201,4,2
06037117202,3,1
06037117202,3,2
06037117301,2,2
06037117301,2,1
06037117301,2,2
06037104822,2,1
06037117102,2,2
06037117102,2,3
06037119201,3,2
06037119201,3,2
06037119201,3,2
06037119310,4,2
06037119310,4,1
06037109603,4,2
06037109603,4,2
06037109603,4,1
06037109800,4,1
06037109800,4,2
06037109800,4,2
06037109800,4,2
06037104500,3,2
06037104500,3,2
06037119202,4,1
06037119202,4,2
06037119202,4,1
06037119202,4,1
06037104620,3,2
06037104620,3,2
06037109601,3,1
06037109601,3,1
06037109601,3,1
06037109601,3,2
06037104403,2,1
06037104403,2,1
06037104703,3,0
06037104703,3,1
06037103300,2,2
06037103300,2,3
06037104704,4,0
06037980021,0,3
06037104701,4,0
06037104701,4,1
06037104701,4,2
06037104108,4,1
06037104108,4,1
06037104108,4,2
06037104105,4,1
06037104105,4,1
06037104203,4,1
06037104203,4,2
06037104103,3,2
06037104103,3,2
06037104610,3,1
06037104610,3,1
06037109604,2,0
06037109604,2,2
06037109604,2,1
06037109700,3,1
06037109700,3,2
06037109700,3,1
06037104404,3,2
06037104404,3,1
06037104401,3,2
06037104401,3,1
06037111100,2,2
06037111100,2,1
06037109400,3,2
06037109400,3,2
06037109400,3,2
06037109300,2,1
06037109300,2,1
06037109300,2,1
06037106604,4,2
06037106604,4,1
06037106604,4,3
06037106604,4,0
06037106403,3,2
06037106403,3,3
06037106403,3,2
06037106113,3,1
06037106113,3,1
06037106520,4,2
06037106520,4,1
06037106520,4,2
06037106407,3,0
06037106407,3,1
06037106408,3,1
06037106408,3,2
06037106405,3,2
06037106405,3,1
06037106405,3,2
06037106020,4,2
06037106020,4,2
06037106406,4,1
06037106406,4,2
06037106406,4,1
06037106010,2,1
06037104201,3,1
06037104201,3,1
06037104201,3,1
06037104124,4,1
06037104124,4,2
06037104124,4,3
06037104204,3,2
06037104204,3,0
06037106112,4,0
06037106112,4,2
06037106111,3,1
06037106111,3,0
06037103101,2,2
06037103101,2,2
06037300902,0,3
06037301000,4,2
06037300701,3,4
06037300400,4,3
06037101400,3,4
06037101400,3,2
06037101400,3,4
06037101300,3,3
06037101300,3,2
06037101300,3,3
06037101300,3,4
06037101220,3,3
06037101220,3,2
06037300301,4,1
06037300301,4,3
06037300301,4,3
06037101110,4,2
06037101110,4,1
06037101110,4,3
06037101122,2,2
06037101122,2,3
06037980026,0,1
06037262706,0,2
06037262706,0,2
06037262706,0,2
06037262704,0,2
06037262501,0,2
06037262501,0,2
06037262501,0,3
06037262604,1,2
06037262604,1,3
06037262604,1,4
06037262604,1,3
06037271902,0,3
06037271902,0,3
06037271902,0,2
06037271400,0,3
06037271400,0,2
06037271400,0,2
06037271901,0,2
06037271901,0,2
06037271901,0,0
06037271500,0,3
06037271500,0,2
06037271500,0,2
06037702300,1,2
06037702300,1,1
06037271600,0,3
06037271600,0,0
06037271600,0,3
06037271600,0,2
06037271300,1,2
06037271300,1,2
06037271300,1,2
06037271300,1,2
06037271300,1,2
06037271702,1,0
06037271702,1,2
06037271702,1,2
06037701801,2,3
06037701801,2,0
06037701304,1,3
06037701304,1,3
06037701201,0,3
06037262802,0,4
06037262802,0,3
06037262802,0,3
06037267300,1,0
06037267300,1,0
06037267404,0,1
06037800506,0,4
06037800506,0,4
06037262601,2,4
06037980019,0,4
06037800101,3,3
06037265301,3,3
06037265100,0,3
06037265100,0,3
06037262302,0,4
06037262302,0,4
06037262400,1,4
06037262400,1,4
06037262301,1,4
06037262200,0,4
06037262200,0,4
06037262100,0,4
06037262100,0,4
06037262100,0,4
06037261200,0,4
06037261200,0,4
06037261102,0,4
06037261102,0,4
06037141600,2,3
06037141600,2,4
06037141600,2,4
06037141700,1,4
06037141700,1,4
06037141700,1,4
06037141500,1,3
06037141202,2,2
06037141202,2,4
06037141202,2,3
06037141102,2,3
06037141102,2,3
06037141101,3,1
06037141101,3,3
06037141304,2,3
06037141304,2,2
06037141201,3,1
06037141201,3,1
06037141201,3,2
06037141303,2,1
06037139703,2,3
06037139802,2,3
06037800204,3,2
06037800204,3,3
06037138000,2,3
06037138000,2,3
06037138000,2,3
06037137504,0,3
06037139801,2,3
06037137402,4,3
06037137402,4,3
06037137402,4,3
06037137401,3,3
06037137401,3,2
06037137401,3,3
06037141400,3,2
06037141400,3,2
06037141400,3,2
06037139701,3,2
06037139701,3,2
06037139701,3,3
06037139701,3,3
06037139701,3,2
06037128910,3,2
06037128910,3,1
06037128910,3,2
06037124600,2,2
06037124600,2,2
06037124600,2,3
06037139600,3,3
06037139600,3,3
06037128801,2,1
06037128801,2,2
06037128802,3,2
06037128802,3,1
06037128802,3,2
06037137502,3,3
06037137502,3,3
06037137502,3,2
06037139502,2,1
06037139502,2,1
06037137501,4,2
06037137501,4,2
06037139504,3,0
06037139504,3,1
06037137000,3,3
06037137000,3,3
06037139402,1,3
06037139402,1,3
06037139402,1,2
06037139401,2,1
06037139401,2,0
06037137104,2,3
06037137104,2,3
06037137103,3,2
06037137103,3,3
06037139200,4,2
06037139200,4,2
06037139200,4,1
06037139303,4,0
06037139303,4,0
06037139302,4,1
06037139302,4,1
06037137301,1,3
06037128500,3,2
06037128500,3,2
06037128602,3,3
06037128602,3,3
06037128602,3,3
06037980024,0,1
06037124500,2,3
06037124500,2,3
06037139001,3,1
06037139001,3,1
06037139001,3,2
06037139001,3,2
06037128601,4,2
06037128601,4,2
06037128400,3,1
06037128400,3,1
06037128400,3,1
06037128400,3,2
06037123602,3,3
06037123602,3,3
06037123602,3,3
06037128220,3,3
06037128220,3,3
06037128302,4,2
06037128302,4,1
06037137302,3,3
06037137302,3,2
06037139301,3,3
06037139301,3,3
06037139301,3,2
06037135113,2,2
06037134905,3,1
06037132900,3,3
06037132900,3,2
06037134901,2,1
06037134901,2,3
06037134901,2,2
06037135201,2,1
06037135201,2,3
06037135102,2,2
06037135102,2,3
06037135102,2,2
06037135202,3,2
06037135202,3,2
06037135202,3,2
06037132700,4,1
06037132700,4,2
06037132700,4,2
06037132700,4,2
06037134904,4,2
06037134904,4,2
06037132502,4,2
06037132502,4,1
06037132001,3,2
06037132001,3,2
06037132001,3,2
06037135111,2,2
06037135111,2,1
06037135111,2,2
06037133000,4,2
06037133000,4,2
06037133000,4,1
06037127805,4,0
06037127805,4,2
06037127805,4,2
06037132002,2,1
06037132002,2,2
06037132002,2,3
06037123510,4,2
06037123510,4,2
06037127603,3,2
06037127603,3,1
06037127712,3,2
06037127712,3,2
06037127804,4,2
06037127803,4,2
06037127803,4,1
06037127910,4,1
06037127910,4,2
06037123410,3,1
06037123410,3,2
06037127920,3,2
06037127920,3,3
06037134520,4,1
06037134520,4,0
06037132501,4,1
06037132501,4,2
06037134002,3,2
06037134002,3,2
06037134001,3,2
06037134001,3,1
06037134303,4,2
06037134303,4,2
06037134303,4,2
06037134303,4,2
06037134421,2,3
06037134422,3,2
06037134422,3,2
06037134710,4,1
06037134710,4,2
06037134720,4,2
06037134720,4,2
06037134720,4,1
06037134522,4,2
06037127604,3,2
06037132102,4,1
06037132102,4,2
06037132102,4,1
06037127103,3,1
06037131900,3,2
06037131900,3,2
06037131900,3,2
06037131900,3,2
06037127220,4,2
06037127220,4,1
06037127104,3,1
06037127104,3,2
06037127102,4,1
06037127102,4,1
06037980008,0,0
06037127210,4,1
06037127210,4,0
06037127210,4,0
06037127300,3,2
06037127300,3,2
06037134521,3,1
06037131701,4,2
06037131701,4,2
06037131702,3,2
06037131702,3,2
06037134306,3,1
06037134104,4,1
06037134104,4,1
06037134424,1,2
06037134424,1,3
06037134423,3,3
06037134423,3,2
06037134302,3,2
06037134302,3,2
06037134302,3,2
06037134304,3,0
06037134304,3,2
06037134201,3,2
06037134201,3,1
06037134201,3,2
06037134103,4,2
06037134103,4,2
06037134101,4,2
06037134101,4,2
06037131600,4,3
06037131600,4,2
06037131600,4,2
06037131600,4,3
06037127400,4,1
06037127400,4,1
06037127400,4,2
06037127400,4,0
06037131100,2,2
06037131100,2,2
06037131100,2,2
06037120030,3,0
06037120300,4,1
06037120300,4,3
06037120300,4,3
06037120300,4,3
06037120020,4,1
06037120020,4,0
06037120010,3,1
06037120010,3,2
06037120400,4,1
06037120400,4,1
06037120400,4,1
06037120400,4,2
06037127520,4,0
06037127520,4,0
06037119700,3,2
06037119700,3,2
06037119700,3,2
06037120106,4,1
06037131400,4,2
06037131400,4,2
06037131300,4,2
06037131300,4,2
06037131300,4,2
06037131300,4,2
06037131200,3,3
06037131200,3,2
06037131200,3,2
06037134305,3,0
06037120104,2,0
06037117530,4,1
06037117530,4,0
06037117408,3,1
06037120107,4,1
06037119900,4,2
06037119900,4,2
06037119900,4,2
06037119900,4,2
06037117303,2,2
06037117303,2,1
06037117404,3,2
06037117404,3,2
06037117404,3,2
06037120103,3,0
06037117520,4,1
06037120105,3,1
06037120105,3,2
06037115401,4,3
06037115401,4,2
06037115403,3,1
06037115404,3,1
06037115404,3,2
06037115302,4,1
06037113232,3,3
06037113232,3,3
06037113234,4,2
06037113234,4,0
06037113231,1,2
06037113231,1,2
06037980023,0,0
06037115202,4,1
06037115202,4,0
06037115202,4,2
06037113235,1,3
06037115101,3,3
06037115101,3,3
06037115101,3,3
06037115104,3,3
06037115104,3,1
06037115301,3,2
06037115301,3,2
06037113303,3,2
06037113303,3,0
06037113301,3,3
06037113301,3,1
06037113237,3,1
06037113237,3,2
06037115103,1,1
06037113213,3,2
06037113213,3,1
06037113322,3,2
06037113322,3,2
06037111205,3,2
06037111205,3,1
06037111205,3,2
06037111302,4,2
06037111302,4,2
06037113212,3,2
06037113212,3,2
06037111204,3,2
06037111204,3,2
06037111204,3,3
06037113211,3,2
06037113211,3,2
06037113102,1,3
06037113102,1,3
06037113101,2,2
06037113101,2,2
06037111206,3,2
06037111206,3,3
06037111206,3,2
06037111206,3,2
06037111206,3,2
06037111202,4,2
06037111202,4,2
06037111202,4,3
06037109500,4,1
06037109500,4,1
06037109500,4,1
06037111201,2,2
06037111201,2,2
06037111201,2,2
06037104310,3,1
06037104310,3,0
06037104310,3,1
06037109200,2,1
06037109200,2,2
06037109200,2,2
06037109100,3,1
06037109100,3,1
06037106646,2,2
06037106646,2,1
06037320300,4,1
06037320300,4,1
06037320300,4,2
06037320300,4,2
06037320300,4,2
06037320201,3,1
06037320201,3,1
06037106642,2,3
06037106642,2,2
06037106642,2,3
06037106649,2,2
06037106649,2,2
06037108101,1,2
06037108102,3,2
06037108103,1,2
06037108103,1,3
06037108202,4,0
06037106643,2,3
06037106643,2,2
06037106643,2,2
06037320202,4,3
06037320202,4,1
06037106645,2,3
06037106645,2,2
06037106648,4,2
06037106648,4,1
06037107020,4,2
06037107020,4,2
06037106641,2,3
06037980022,0,0
06037107010,3,2
06037106114,4,1
06037106114,4,2
06037108104,1,2
06037106603,2,0
06037106603,2,2
06037920303,1,1
06037920312,4,3
06037106510,4,1
06037106510,4,2
06037106510,4,0
